"nomeZTor","nomeZTdest","flowOD","flowDO","FE","COD_ORIGEM","COD_DESTINO"
"Praca da Republica","Vila Kosmos",374.55,0,40,4551902,4550710
"Bras de Pina 1","Vila Kosmos",202.56,0,40,4551902,4551607
"Mal.Floriano","Vila Kosmos",274.64,0,40,4551902,4550702
"Min. Afranio Costa","Vila Kosmos",87.25,0,20,4551902,4552911
"Av.Passos","Vila Kosmos",289.31,0,40,4551902,4550701
"Vicente de Carvalho","Vila Kosmos",540.79,0,40,4551902,4551901
"Santo Cristo","Vila Kosmos",253.05,0,20,4551902,4550604
"Gavea","Vila Kosmos",237.96,0,20,4551902,4551113
"Viuva Claudio","Vila Kosmos",156.5,0,40,4551902,4551706
"Vila Valqueire","Vila Kosmos",554.05,0,15,4551902,4552125
"Santissimo - Av.Brasil","Vila Kosmos",116.47,0,20,4551902,4552313
"Cascadura 1","Vila Kosmos",167.48,0,15,4551902,4552017
"Vila Kosmos","Vila Kosmos",430.06,0,10,4551902,4551902
"Vila da Penha","Vila Kosmos",667.27,0,15,4551902,4551903
"Rua Bela","Vila Kosmos",107.53,0,40,4551902,4551203
"Cavalcanti","Vila Kosmos",119.48,0,0,4551902,4552015
"Praca Seca 2","Vila Kosmos",169.79,0,40,4551902,4552127
"Magno","Vila Kosmos",1135.38,0,40,4551902,4552013
"Vicente de Carvalho","Vila Kosmos",657.14,0,15,4551902,4551901
"Aeroporto do Galeao","Vila Kosmos",97.16,0,20,4551902,4552503
"Lins","Vila Kosmos",103.53,0,40,4551902,4551717
"1o. de marco","Vila Kosmos",589.99,0,20,4551902,4550704
"Campo Grande 1","Vila Kosmos",131.02,0,20,4551902,4552306
"Cruz Vermelha","Vila Kosmos",159.62,0,40,4551902,4550709
"Cordovil 2","Vila Kosmos",160.07,0,20,4551902,4551611
"Candelaria","Vila Kosmos",301.19,0,15,4551902,4550703
"Bonsucesso 2","Vila Kosmos",286.58,0,20,4551902,4551504
"Cidade Universitaria","Vila Kosmos",1327.34,0,40,4551902,4552501
"Vila Valqueire","Vila Kosmos",164.06,0,20,4551902,4552125
"Passeio Publico","Vila Kosmos",146.65,0,40,4551902,4550707
"Olaria 2","Vila Kosmos",162.35,0,40,4551902,4551509
"Penha 2","Vila Kosmos",137.93,0,20,4551902,4551602
"Nova America","Vila Kosmos",168.05,0,15,4551902,4553203
"Estacio","Vila Kosmos",178.97,0,20,4551902,4550803
"Av.Passos","Vila Kosmos",708.94,0,20,4551902,4550701
"Realengo","Vila Kosmos",126.58,0,20,4551902,4552212
"Madureira","Vila Kosmos",317.57,0,40,4551902,4552012
"Leblon","Vila Kosmos",289.99,0,20,4551902,4551112
"Magno","Vila Kosmos",104.15,0,20,4551902,4552013
"semnome1","Vila Kosmos",110.63,0,20,4551902,4553207
"Vaz Lobo","Vila Kosmos",206.17,0,15,4551902,4552014
"Penha Circular 3","Vila Kosmos",484.84,0,15,4551902,4551606
"Padre Roser","Vila da Penha",540.71,0,20,4551903,4551907
"Praia de Botafogo","Vila da Penha",152.57,0,20,4551903,4550914
"Estacio","Vila da Penha",215.81,0,20,4551903,4550803
"Jardim Botanico","Vila da Penha",157.26,0,40,4551903,4551109
"Rodoviaria","Vila da Penha",109.23,0,20,4551903,4550603
"Cachambi 1","Vila da Penha",1136.29,0,40,4551903,4551711
"Penha Circular 3","Vila da Penha",763.77,0,40,4551903,4551606
"Curicica","Vila da Penha",207.05,0,20,4551903,4552114
"Iraja 1","Vila da Penha",1771.06,0,10,4551903,4551904
"Mare 3","Vila da Penha",248.92,0,20,4551903,4553603
"Hosp.Universitario","Vila da Penha",99.23,0,20,4551903,4552502
"Cruz Vermelha","Vila da Penha",154.56,0,40,4551903,4550709
"Iraja 1","Vila da Penha",395.99,0,40,4551903,4551904
"Praia de Botafogo","Vila da Penha",356.65,0,40,4551903,4550914
"Bento Ribeiro 1","Vila da Penha",914.27,0,40,4551903,4552003
"Cocota","Vila da Penha",96.35,0,40,4551903,4552507
"Rocha Miranda 2","Vila da Penha",261.29,0,40,4551903,4552008
"Cruz Vermelha","Vila da Penha",256.83,0,20,4551903,4550709
"Penha 2","Vila da Penha",245.29,0,20,4551903,4551602
"Quinta Boa Vista","Vila da Penha",111.32,0,20,4551903,4551207
"Av. Chile","Vila da Penha",87.59,0,40,4551903,4550708
"Manguinhos 2","Vila da Penha",263.7,0,20,4551903,4551502
"Vaz Lobo","Vila da Penha",1083.49,0,20,4551903,4552014
"Vicente de Carvalho","Vila da Penha",318.75,0,15,4551903,4551901
"Andarai 2","Vila da Penha",201.4,0,20,4551903,4551409
"Estr. do Rio Grande","Vila da Penha",116.65,0,20,4551903,4552119
"Campo S.Cristovao","Vila da Penha",214.56,0,20,4551903,4551202
"Cascadura 2","Vila da Penha",310.22,0,20,4551903,4552020
"Campo S.Cristovao","Vila da Penha",394.91,0,40,4551903,4551202
"S.F.Xavier","Vila da Penha",111.92,0,20,4551903,4551304
"Iraja 2","Vila da Penha",632.13,0,20,4551903,4551905
"Olaria 1","Vila da Penha",309.63,0,20,4551903,4551508
"Vicente de Carvalho","Vila da Penha",955.23,0,20,4551903,4551901
"Padre Roser","Vila da Penha",785.33,0,40,4551903,4551907
"Jardim Guanabara","Vila da Penha",90.57,0,20,4551903,4552505
"Saens Pena","Vila da Penha",482.37,0,20,4551903,4551305
"Madureira","Vila da Penha",1245.44,0,40,4551903,4552012
"Jardim America","Vila da Penha",1432.93,0,20,4551903,4551616
"Aerop.S.Dumont","Vila da Penha",1306.38,0,40,4551903,4550705
"Av. Chile","Vila da Penha",235.15,0,20,4551903,4550708
"Madureira","Vila da Penha",559.98,0,10,4551903,4552012
"Av. Itaoca","Vila da Penha",267.75,0,10,4551903,4553206
"Maracana","Vila da Penha",394.76,0,20,4551903,4551402
"Aerop.S.Dumont","Vila da Penha",1276.09,0,20,4551903,4550705
"Vista Alegre","Vila da Penha",1217.11,0,10,4551903,4551908
"Piedade 1","Vila da Penha",253.82,0,40,4551903,4551728
"Saens Pena","Vila da Penha",253.43,0,40,4551903,4551305
"Quinta Boa Vista","Vila da Penha",252.33,0,10,4551903,4551207
"Vila Kosmos","Vila da Penha",208.86,0,20,4551903,4551902
"Magno","Vila da Penha",114.83,0,15,4551903,4552013
"Magno","Vila da Penha",172.53,0,10,4551903,4552013
"Ramos 2","Vila da Penha",167.9,0,2,4551903,4551506
"Estr.da Cachamorra","Vila da Penha",122.8,0,40,4551903,4552308
"Colegio 2","Vila da Penha",811.76,0,40,4551903,4551912
"Madureira","Vila da Penha",253.84,0,15,4551903,4552012
"Penha Circular 3","Vila da Penha",343.6,0,15,4551903,4551606
"Bonsucesso 2","Vila da Penha",1394.73,0,40,4551903,4551504
"Jardim Guanabara","Vila da Penha",119.45,0,40,4551903,4552505
"Madureira","Vila da Penha",227.56,0,20,4551903,4552012
"Piranhao","Vila da Penha",256.08,0,40,4551903,4550802
"Nova America","Vila da Penha",228.25,0,15,4551903,4553203
"Penha 2","Vila da Penha",916.08,0,40,4551903,4551602
"Ramos 2","Vila da Penha",167.9,0,10,4551903,4551506
"Nova America","Vila da Penha",312.56,0,20,4551903,4553203
"Passeio Publico","Vila da Penha",192.06,0,40,4551903,4550707
"Penha 1","Vila da Penha",686.41,0,20,4551903,4551601
"Bonsucesso 2","Vila da Penha",1783.92,0,20,4551903,4551504
"Vicente de Carvalho","Vila da Penha",1217.11,0,10,4551903,4551901
"Via 9","Vila da Penha",688.2,0,20,4551903,4552928
"Rua Bela","Vila da Penha",526.45,0,20,4551903,4551203
"Morro da Viuva","Vila da Penha",114.06,0,40,4551903,4550906
"Campinho","Vila da Penha",50.21,0,15,4551903,4552021
"Penha Circular 2","Vila da Penha",195.97,0,2,4551903,4551605
"Av.Passos","Vila da Penha",356.65,0,40,4551903,4550701
"Alm. Barroso","Vila da Penha",1376.45,0,20,4551903,4550706
"Vila da Penha","Vila da Penha",5114.62,0,40,4551903,4551903
"Vaz Lobo","Vila da Penha",656.2,0,40,4551903,4552014
"Magno","Vila da Penha",162.33,0,40,4551903,4552013
"Largo do Machado","Vila da Penha",108.47,0,20,4551903,4550905
"Vicente de Carvalho","Vila da Penha",2102.66,0,40,4551903,4551901
"Magno","Vila da Penha",172.53,0,2,4551903,4552013
"Vila da Penha","Vila da Penha",2192.16,0,10,4551903,4551903
"Estrada do Tingui","Vila da Penha",448.25,0,40,4551903,4552316
"Cachambi 1","Vila da Penha",267.75,0,10,4551903,4551711
"Santissimo","Vila da Penha",521.05,0,40,4551903,4552312
"Vila da Penha","Vila da Penha",3407.57,0,20,4551903,4551903
"Nova America","Vila da Penha",280.15,0,40,4551903,4553203
"Cachambi 1","Vila da Penha",291.48,0,2,4551903,4551711
"Iraja 2","Vila da Penha",197.76,0,40,4551903,4551905
"Penha Circular 3","Vila da Penha",127.84,0,10,4551903,4551606
"Praca Cisplatina","Vila da Penha",454.08,0,40,4551903,4551906
"Celso Kelly","Vila da Penha",149.01,0,40,4551903,4552913
"Av.Passos","Vila da Penha",437.02,0,20,4551903,4550701
"Alm. Barroso","Vila da Penha",246.95,0,40,4551903,4550706
"Vigario Geral","Vila da Penha",188.49,0,40,4551903,4551615
"Vila da Penha","Vila da Penha",254.69,0,15,4551903,4551903
"Av. Itaoca","Vila da Penha",291.48,0,2,4551903,4553206
"Gal. Polidoro","Vila da Penha",184.77,0,20,4551903,4550912
"Rio Comprido 1","Vila da Penha",235.15,0,20,4551903,4550804
"Penha 1","Vila da Penha",2220.66,0,40,4551903,4551601
"Av. Itaoca","Vila da Penha",1136.29,0,40,4551903,4553206
"Realengo-Av.Brasil","Vila da Penha",229.33,0,20,4551903,4552211
"1o. de marco","Vila da Penha",564.82,0,20,4551903,4550704
"Galeao","Vila da Penha",78.71,0,20,4551903,4552504
"Bras de Pina 1","Vila da Penha",180.38,0,40,4551903,4551607
"Vicente de Carvalho","Vila da Penha",106.55,0,2,4551903,4551901
"Praca da Bandeira","Vila da Penha",108.34,0,40,4551903,4551301
"Passeio Publico","Vila da Penha",863.78,0,20,4551903,4550707
"Olaria 2","Vila da Penha",537.93,0,40,4551903,4551509
"1o. de marco","Vila da Penha",723.82,0,40,4551903,4550704
"Candelaria","Vila da Penha",186.42,0,40,4551903,4550703
"Santo Cristo 2","Vila da Penha",152.57,0,20,4551903,4550602
"Vila da Penha","Vila da Penha",615.55,0,2,4551903,4551903
"Osvaldo Cruz 1","Iraja 1",562.23,0,20,4551904,4552010
"Vaz Lobo","Iraja 1",660.44,0,20,4551904,4552014
"Iraja 1","Iraja 1",1152.36,0,20,4551904,4551904
"Passeio Publico","Iraja 1",848.25,0,20,4551904,4550707
"Magno","Iraja 1",563.28,0,40,4551904,4552013
"Vigario Geral","Iraja 1",146.81,0,40,4551904,4551615
"Rua Escobar","Iraja 1",134.85,0,40,4551904,4551205
"Iraja 1","Iraja 1",589.68,0,2,4551904,4551904
"Vila da Penha","Iraja 1",312.64,0,2,4551904,4551903
"Praca da Republica","Iraja 1",320.42,0,20,4551904,4550710
"1o. de marco","Iraja 1",1136.15,0,20,4551904,4550704
"Mal.Floriano","Iraja 1",102.64,0,20,4551904,4550702
"Iraja 1","Iraja 1",183.77,0,40,4551904,4551904
"Madureira","Iraja 1",1764.14,0,20,4551904,4552012
"Tuiuti","Iraja 1",119.55,0,20,4551904,4551209
"Mal.Floriano","Iraja 1",222.27,0,40,4551904,4550702
"Praca Maua","Iraja 1",145.77,0,20,4551904,4550605
"Jardim Guanabara","Iraja 1",623.91,0,20,4551904,4552505
"Vista Alegre","Iraja 1",892.87,0,40,4551904,4551908
"Padre Roser","Iraja 1",193.78,0,40,4551904,4551907
"Deodoro 2","Iraja 1",95.94,0,15,4551904,4552219
"Iraja 1","Iraja 1",301.59,0,10,4551904,4551904
"Arpoador","Iraja 1",602.45,0,40,4551904,4551101
"Campo Grande 3","Iraja 1",192.99,0,20,4551904,4552305
"Meier 1","Iraja 1",551,0,15,4551904,4551714
"Av.Passos","Iraja 1",1206.84,0,20,4551904,4550701
"Praca Cisplatina","Iraja 1",222.88,0,20,4551904,4551906
"Estacio","Iraja 1",156.69,0,40,4551904,4550803
"Vila Militar 1","Iraja 1",463.78,0,20,4551904,4552215
"Praca Seca 2","Iraja 1",323.43,0,20,4551904,4552127
"Madureira","Iraja 1",337.1,0,40,4551904,4552012
"Cruz Vermelha","Iraja 1",145.21,0,20,4551904,4550709
"CEASA","Iraja 1",868.5,0,40,4551904,4551909
"Meier 1","Iraja 1",156.14,0,10,4551904,4551714
"Cocota","Iraja 1",212.77,0,20,4551904,4552507
"Praca Cisplatina","Iraja 1",288.09,0,2,4551904,4551906
"Vila da Penha","Iraja 1",139.04,0,40,4551904,4551903
"Magno","Iraja 1",295.35,0,10,4551904,4552013
"Av. Chile","Iraja 1",1309.34,0,20,4551904,4550708
"Piedade 1","Iraja 1",178.22,0,20,4551904,4551728
"Rua Tirol","Iraja 2",676.97,0,40,4551905,4552107
"Iraja 2","Iraja 2",536.01,0,20,4551905,4551905
"Padre Roser","Iraja 2",2488.74,0,15,4551905,4551907
"Cascadura 1","Iraja 2",392.51,0,20,4551905,4552017
"Iraja 2","Iraja 2",725.74,0,2,4551905,4551905
"Madureira","Iraja 2",387.4,0,20,4551905,4552012
"Tindiba","Iraja 2",726.88,0,20,4551905,4552116
"Riocentro","Iraja 2",1155.27,0,40,4551905,4552124
"Iraja 2","Iraja 2",449.89,0,15,4551905,4551905
"Vaz Lobo","Iraja 2",1017.46,0,2,4551905,4552014
"Iraja 2","Iraja 2",1175.63,0,10,4551905,4551905
"Fonseca Teles","Iraja 2",460.72,0,40,4551905,4551201
"Vaz Lobo","Iraja 2",850.86,0,15,4551905,4552014
"Padre Roser","Iraja 2",1362.85,0,40,4551905,4551907
"Vicente de Carvalho","Iraja 2",576.11,0,40,4551905,4551901
"Penha 1","Iraja 2",372.8,0,20,4551905,4551601
"Osvaldo Cruz 1","Iraja 2",1536.28,0,20,4551905,4552010
"Padre Roser","Iraja 2",489.61,0,20,4551905,4551907
"Manguinhos 1","Iraja 2",305.02,0,20,4551905,4551501
"Penha 2","Iraja 2",405.04,0,20,4551905,4551602
"Nova America","Iraja 2",204.48,0,40,4551905,4553203
"Iraja 2","Iraja 2",408.25,0,40,4551905,4551905
"Realengo-Av.Brasil","Iraja 2",395.82,0,20,4551905,4552211
"Vicente de Carvalho","Iraja 2",1583.84,0,20,4551905,4551901
"Vaz Lobo","Iraja 2",1868.32,0,10,4551905,4552014
"Praca da Republica","Iraja 2",287.71,0,40,4551905,4550710
"Humaita","Iraja 2",637.5,0,20,4551905,4550911
"Cascadura 1","Iraja 2",321.37,0,40,4551905,4552017
"Magno","Iraja 2",1195.1,0,15,4551905,4552013
"Praca Cisplatina","Iraja 2",366.8,0,40,4551905,4551906
"Praca Cisplatina","Iraja 2",1195.1,0,15,4551905,4551906
"Magno","Iraja 2",394.1,0,20,4551905,4552013
"Osvaldo Cruz 1","Iraja 2",678.75,0,15,4551905,4552010
"Vila Isabel 1","Iraja 2",292.1,0,20,4551905,4551404
"Praca Cisplatina","Iraja 2",1506.68,0,10,4551905,4551906
"Padre Roser","Iraja 2",1388.34,0,10,4551905,4551907
"Portuguesa","Iraja 2",338.39,0,20,4551905,4552508
"Vigario Geral","Iraja 2",415.13,0,20,4551905,4551615
"Praia Formosa","Iraja 2",227.56,0,20,4551905,4551204
"Praca Maua","Iraja 2",218.87,0,20,4551905,4550605
"Mare 2","Iraja 2",352.26,0,20,4551905,4553602
"Estacio","Iraja 2",221.1,0,20,4551905,4550803
"Magno","Iraja 2",830.08,0,40,4551905,4552013
"Vaz Lobo","Praca Cisplatina",271.8,0,20,4551906,4552014
"Praca Cisplatina","Praca Cisplatina",476.86,0,15,4551906,4551906
"Leme","Praca Cisplatina",76.86,0,40,4551906,4551001
"Rua Tirol","Praca Cisplatina",120.04,0,40,4551906,4552107
"Rua do Bispo","Praca Cisplatina",399.2,0,40,4551906,4551303
"Passeio Publico","Praca Cisplatina",190.48,0,40,4551906,4550707
"Rua Tirol","Praca Cisplatina",286.89,0,20,4551906,4552107
"Padre Roser","Praca Cisplatina",497.74,0,10,4551906,4551907
"Recreio 2","Praca Cisplatina",329.85,0,40,4551906,4552934
"Olaria 1","Praca Cisplatina",152.7,0,40,4551906,4551508
"Osvaldo Cruz 1","Praca Cisplatina",281.17,0,20,4551906,4552010
"Padre Roser","Praca Cisplatina",680.96,0,40,4551906,4551907
"Av.Passos","Praca Cisplatina",363.55,0,20,4551906,4550701
"Guilh.da Silveira 2","Praca Cisplatina",238.46,0,40,4551906,4552208
"CEASA","Praca Cisplatina",786.16,0,10,4551906,4551909
"Av. Chile","Praca Cisplatina",2282.28,0,20,4551906,4550708
"Av. Canal do anil","Praca Cisplatina",278.55,0,20,4551906,4552103
"Iraja 1","Praca Cisplatina",239.3,0,40,4551906,4551904
"Padre Roser","Praca Cisplatina",188.16,0,20,4551906,4551907
"1o. de marco","Praca Cisplatina",127.6,0,20,4551906,4550704
"Padre Roser","Praca Cisplatina",370.23,0,15,4551906,4551907
"Piedade 1","Praca Cisplatina",165.26,0,20,4551906,4551728
"Vaz Lobo","Praca Cisplatina",241.78,0,15,4551906,4552014
"Candelaria","Praca Cisplatina",136.04,0,40,4551906,4550703
"CEASA","Praca Cisplatina",4662.35,0,20,4551906,4551909
"Magno","Praca Cisplatina",189.03,0,20,4551906,4552013
"Iraja 2","Praca Cisplatina",551.32,0,40,4551906,4551905
"Maracana","Praca Cisplatina",167.55,0,40,4551906,4551402
"Vicente de Carvalho","Praca Cisplatina",289.71,0,40,4551906,4551901
"Manguinhos 2","Praca Cisplatina",128.47,0,20,4551906,4551502
"Humaita","Praca Cisplatina",212.91,0,40,4551906,4550911
"Penha 1","Praca Cisplatina",165.36,0,20,4551906,4551601
"Iraja 2","Praca Cisplatina",190.16,0,20,4551906,4551905
"CEASA","Praca Cisplatina",167.29,0,40,4551906,4551909
"Praca Cisplatina","Praca Cisplatina",3285.77,0,20,4551906,4551906
"Osvaldo Cruz 1","Praca Cisplatina",572.7,0,40,4551906,4552010
"Magno","Praca Cisplatina",419.27,0,15,4551906,4552013
"Estr. do Cafunda","Praca Cisplatina",313.27,0,40,4551906,4552120
"Vista Alegre","Praca Cisplatina",211.76,0,20,4551906,4551908
"Praca Cisplatina","Praca Cisplatina",370.23,0,2,4551906,4551906
"Portuguesa","Praca Cisplatina",131.17,0,40,4551906,4552508
"Vila da Penha","Padre Roser",1021.08,0,15,4551907,4551903
"Padre Roser","Padre Roser",1128.35,0,40,4551907,4551907
"Padre Roser","Padre Roser",1277.55,0,10,4551907,4551907
"Av. Itaoca","Padre Roser",763.89,0,40,4551907,4553206
"Padre Roser","Padre Roser",821.57,0,20,4551907,4551907
"Penha 1","Padre Roser",857.31,0,20,4551907,4551601
"Vila da Penha","Padre Roser",1277.55,0,10,4551907,4551903
"Padre Roser","Vista Alegre",241.66,0,10,4551908,4551907
"Leblon","Vista Alegre",155.56,0,40,4551908,4551112
"Venceslau Braz","Vista Alegre",94.1,0,20,4551908,4550913
"Vigario Geral","Vista Alegre",150.56,0,40,4551908,4551615
"Vista Alegre","Vista Alegre",262.73,0,40,4551908,4551908
"1o. de marco","Vista Alegre",954.01,0,20,4551908,4550704
"Mal.Floriano","Vista Alegre",156.73,0,40,4551908,4550702
"Vista Alegre","Vista Alegre",241.66,0,10,4551908,4551908
"Vila Kosmos","Vista Alegre",1972.91,0,2,4551908,4551902
"Padre Roser","Vista Alegre",1287.6,0,40,4551908,4551907
"Colegio 2","Vista Alegre",332.07,0,40,4551908,4551912
"Centro da Barra","Vista Alegre",191.21,0,40,4551908,4552903
"Aerop.S.Dumont","Vista Alegre",186.97,0,15,4551908,4550705
"Siqueira Campos","Vista Alegre",160.52,0,20,4551908,4551003
"Padre Roser","Vista Alegre",2065.36,0,15,4551908,4551907
"Passeio Publico","Vista Alegre",323.3,0,40,4551908,4550707
"Cordovil 2","Vista Alegre",171.26,0,40,4551908,4551611
"Mal.Floriano","Vista Alegre",101.96,0,20,4551908,4550702
"Av. Chile","Vista Alegre",336.97,0,40,4551908,4550708
"Vila Kosmos","Vista Alegre",1530.42,0,15,4551908,4551902
"Deodoro 2","Vista Alegre",185.61,0,2,4551908,4552219
"Vila da Penha","Vista Alegre",417.1,0,40,4551908,4551903
"Praia de Botafogo","Vista Alegre",120.23,0,40,4551908,4550914
"Galeao","Vista Alegre",167.73,0,40,4551908,4552504
"Iraja 1","Vista Alegre",275.75,0,40,4551908,4551904
"Padre Roser","Vista Alegre",188.37,0,20,4551908,4551907
"Encantado 1","Vista Alegre",282.54,0,15,4551908,4551724
"Campo S.Cristovao","Vista Alegre",634.54,0,40,4551908,4551202
"Vista Alegre","Vista Alegre",1008.32,0,2,4551908,4551908
"CEASA","Vista Alegre",221.97,0,40,4551908,4551909
"Deodoro 2","Vista Alegre",185.61,0,10,4551908,4552219
"Vicente de Carvalho","Vista Alegre",150.58,0,40,4551908,4551901
"Tindiba","Vista Alegre",133.92,0,20,4551908,4552116
"Vila da Penha","Vista Alegre",1160.78,0,15,4551908,4551903
"Rocha Miranda 1","Vista Alegre",826.02,0,40,4551908,4552007
"Sousa Lima","Vista Alegre",575.54,0,40,4551908,4551005
"Vista Alegre","Vista Alegre",532.3,0,15,4551908,4551908
"Iraja 1","Vista Alegre",343.29,0,2,4551908,4551904
"Piranhao","Vista Alegre",462.79,0,20,4551908,4550802
"Penha Circular 3","Vista Alegre",695.45,0,20,4551908,4551606
"Bonsucesso 2","Vista Alegre",674.84,0,20,4551908,4551504
"Vista Alegre","Vista Alegre",276.5,0,20,4551908,4551908
"Deodoro 2","Vista Alegre",185.61,0,40,4551908,4552219
"Gal. Polidoro","Vista Alegre",251.25,0,20,4551908,4550912
"CEASA","Vista Alegre",399.25,0,2,4551908,4551909
"Jardim America","Vista Alegre",171.99,0,15,4551908,4551616
"CEASA","Vista Alegre",143.82,0,10,4551908,4551909
"Galeao","Vista Alegre",1121.11,0,10,4551908,4552504
"Av. Chile","Vista Alegre",172.18,0,20,4551908,4550708
"Magno","CEASA",546.81,0,40,4551909,4552013
"Rio Comprido 1","CEASA",360.58,0,20,4551909,4550804
"Bonsucesso 2","CEASA",3603.51,0,40,4551909,4551504
"Rocha Miranda 1","CEASA",3261.72,0,40,4551909,4552007
"CEASA","CEASA",1204.1,0,2,4551909,4551909
"Vista Alegre","CEASA",519.27,0,40,4551909,4551908
"CEASA","CEASA",1412.9,0,10,4551909,4551909
"Padre Roser","CEASA",1076.54,0,15,4551909,4551907
"Cascadura 1","CEASA",325.41,0,40,4551909,4552017
"Cidade de Deus","CEASA",516.68,0,40,4551909,4552112
"Rodoviaria","CEASA",702.04,0,40,4551909,4550603
"Magno","CEASA",377.68,0,15,4551909,4552013
"CEASA","CEASA",4150.56,0,40,4551909,4551909
"CEASA","CEASA",2310.52,0,15,4551909,4551909
"Av.Passos","CEASA",424.79,0,20,4551909,4550701
"Vila Militar 2","CEASA",328.01,0,20,4551909,4552217
"Penha 2","CEASA",881.22,0,40,4551909,4551602
"Caju","CEASA",546.57,0,40,4551909,4550606
"Bonsucesso 2","CEASA",1135.63,0,20,4551909,4551504
"Colegio 1","CEASA",474.63,0,40,4551909,4551911
"Vaz Lobo","CEASA",486.29,0,40,4551909,4552014
"Cruz Vermelha","CEASA",284.74,0,40,4551909,4550709
"Cordovil 2","CEASA",700.31,0,15,4551909,4551611
"Praca da Republica","CEASA",1257.82,0,40,4551909,4550710
"Penha Circular 3","CEASA",342.21,0,20,4551909,4551606
"Hosp.Universitario","CEASA",355.86,0,20,4551909,4552502
"Saens Pena","CEASA",130.2,0,40,4551909,4551305
"Praca Cisplatina","CEASA",5670.51,0,10,4551909,4551906
"Gavea","CEASA",199.26,0,40,4551909,4551113
"Vicente de Carvalho","CEASA",947.67,0,20,4551909,4551901
"Padre Roser","CEASA",1416.04,0,40,4551909,4551907
"Palace","CEASA",187.21,0,40,4551909,4552909
"Vaz Lobo","CEASA",642.34,0,20,4551909,4552014
"Gal. Polidoro","CEASA",347.99,0,20,4551909,4550912
"Colegio 1","CEASA",474.63,0,10,4551909,4551911
"Alm. Barroso","CEASA",410.32,0,20,4551909,4550706
"Urca","CEASA",165.17,0,40,4551909,4550915
"Nova America","CEASA",2628.45,0,20,4551909,4553203
"Praca Seca 1","CEASA",998.48,0,20,4551909,4552126
"Manguinhos 1","CEASA",518.35,0,15,4551909,4551501
"1o. de marco","CEASA",291.83,0,20,4551909,4550704
"Penha 1","CEASA",2266.54,0,20,4551909,4551601
"Mare 2","CEASA",335.46,0,40,4551909,4553602
"CEASA","CEASA",9401.17,0,20,4551909,4551909
"Campo S.Cristovao","CEASA",1431.9,0,20,4551909,4551202
"Iraja - Dutra","CEASA",407.27,0,40,4551909,4551910
"Padre Roser","CEASA",2113.62,0,2,4551909,4551907
"Humaita","CEASA",284.33,0,20,4551909,4550911
"Campos da Paz","CEASA",418.99,0,40,4551909,4550806
"Colegio 1","CEASA",366.88,0,20,4551909,4551911
"Rodoviaria","CEASA",342.21,0,20,4551909,4550603
"Padre Roser","CEASA",13480.08,0,10,4551909,4551907
"Av.Passos","CEASA",215.88,0,40,4551909,4550701
"Meier 1","CEASA",366.81,0,20,4551909,4551714
"Olaria 1","CEASA",1949.08,0,40,4551909,4551508
"Iraja - Dutra","Iraja - Dutra",145.15,0,15,4551910,4551910
"Quinta Boa Vista","Iraja - Dutra",90.45,0,20,4551910,4551207
"Realengo","Iraja - Dutra",93.68,0,40,4551910,4552212
"Praca Cisplatina","Iraja - Dutra",167.82,0,40,4551910,4551906
"Praca da Republica","Iraja - Dutra",78.1,0,40,4551910,4550710
"Av. Chile","Iraja - Dutra",203.38,0,20,4551910,4550708
"Realengo","Iraja - Dutra",105.24,0,20,4551910,4552212
"Av. Chile","Iraja - Dutra",104.46,0,40,4551910,4550708
"Guadalupe 1","Iraja - Dutra",140.82,0,20,4551910,4552701
"Bonsucesso 2","Iraja - Dutra",82.06,0,20,4551910,4551504
"Vaz Lobo","Iraja - Dutra",120.13,0,40,4551910,4552014
"Aerop.S.Dumont","Iraja - Dutra",159.6,0,40,4551910,4550705
"Penha Circular 3","Iraja - Dutra",257.9,0,40,4551910,4551606
"Cruz Vermelha","Iraja - Dutra",84.65,0,40,4551910,4550709
"Colegio 2","Iraja - Dutra",107.88,0,40,4551910,4551912
"Barra Shopping","Iraja - Dutra",85.97,0,20,4551910,4552917
"CEASA","Iraja - Dutra",213.69,0,40,4551910,4551909
"Madureira","Iraja - Dutra",293.3,0,40,4551910,4552012
"Iraja 2","Iraja - Dutra",340.88,0,40,4551910,4551905
"Alm. Barroso","Iraja - Dutra",144.08,0,40,4551910,4550706
"Bonsucesso 1","Iraja - Dutra",46.54,0,10,4551910,4551503
"Penha 1","Iraja - Dutra",198.83,0,20,4551910,4551601
"Av.Passos","Iraja - Dutra",55.56,0,40,4551910,4550701
"Iraja 2","Iraja - Dutra",115.28,0,20,4551910,4551905
"Bonsucesso 2","Iraja - Dutra",51.82,0,40,4551910,4551504
"1o. de marco","Iraja - Dutra",152.31,0,20,4551910,4550704
"1o. de marco","Iraja - Dutra",122.15,0,40,4551910,4550704
"Hosp.Universitario","Iraja - Dutra",97.65,0,20,4551910,4552502
"Santo Cristo","Iraja - Dutra",87.92,0,40,4551910,4550604
"CEASA","Iraja - Dutra",180.95,0,20,4551910,4551909
"Rio Comprido 1","Colegio 1",274.74,0,20,4551911,4550804
"Central do Brasil","Colegio 1",857.57,0,15,4551911,4550711
"Iraja 2","Colegio 1",807.83,0,10,4551911,4551905
"Padre Roser","Colegio 1",3921.69,0,40,4551911,4551907
"Saens Pena","Colegio 1",941.9,0,40,4551911,4551305
